Datetime,AAPL,IBM,MSFT,TSLA
2024-09-12 13:26:00-04:00,222.97999572753906,212.22999572753906,423.93450927734375,230.55499267578125
2024-09-12 13:27:00-04:00,223.0399932861328,212.19500732421875,424.0790100097656,230.33590698242188
2024-09-12 13:28:00-04:00,222.88360595703125,212.17999267578125,424.1000061035156,230.3000030517578
2024-09-12 13:29:00-04:00,222.6199951171875,212.13999938964844,423.9599914550781,230.16000366210938
2024-09-12 13:30:00-04:00,222.69000244140625,212.1199951171875,424.42498779296875,229.9763946533203
2024-09-12 13:31:00-04:00,222.76499938964844,212.11000061035156,424.56988525390625,229.72999572753906
2024-09-12 13:32:00-04:00,222.7899932861328,212.101806640625,424.6199951171875,229.6699981689453
2024-09-12 13:33:00-04:00,222.7899932861328,212.24000549316406,424.5799865722656,229.87860107421875
2024-09-12 13:34:00-04:00,222.8350067138672,212.3350067138672,424.5400085449219,229.8300018310547
2024-09-12 13:35:00-04:00,222.88999938964844,212.3699951171875,424.6300048828125,229.94000244140625
2024-09-12 13:36:00-04:00,222.92999267578125,212.35499572753906,424.5799865722656,230.05999755859375
2024-09-12 13:37:00-04:00,222.99000549316406,212.3699951171875,424.9198913574219,230.32000732421875
2024-09-12 13:38:00-04:00,223.05999755859375,212.3350067138672,424.92999267578125,230.4600067138672
2024-09-12 13:39:00-04:00,223.05999755859375,212.33999633789062,424.9700012207031,230.5699005126953
2024-09-12 13:40:00-04:00,223.11000061035156,212.33999633789062,424.75,230.42030334472656
2024-09-12 13:41:00-04:00,223.1999969482422,212.47999572753906,424.67999267578125,230.3000030517578
2024-09-12 13:42:00-04:00,223.0800018310547,212.3699951171875,424.6372985839844,230.08999633789062
2024-09-12 13:43:00-04:00,223.02000427246094,212.22999572753906,424.55999755859375,229.8699951171875
2024-09-12 13:44:00-04:00,222.82989501953125,212.32749938964844,424.635009765625,229.91909790039062
2024-09-12 13:45:00-04:00,222.94009399414062,212.27999877929688,424.8900146484375,230.25039672851562
2024-09-12 13:46:00-04:00,223.0,212.26499938964844,424.9100036621094,230.41000366210938
2024-09-12 13:47:00-04:00,222.89999389648438,212.2050018310547,424.7799987792969,230.19000244140625
2024-09-12 13:48:00-04:00,222.91000366210938,212.17999267578125,424.92498779296875,230.28990173339844
2024-09-12 13:49:00-04:00,223.00999450683594,212.22000122070312,425.1099853515625,230.4499969482422
2024-09-12 13:50:00-04:00,223.04969787597656,212.23500061035156,425.2690124511719,230.60450744628906
2024-09-12 13:51:00-04:00,223.08070373535156,212.17999267578125,425.4800109863281,230.7449951171875
2024-09-12 13:52:00-04:00,223.0800018310547,212.24000549316406,425.614990234375,230.48370361328125
2024-09-12 13:53:00-04:00,223.05999755859375,212.25,425.7349853515625,230.4199981689453
2024-09-12 13:54:00-04:00,223.11000061035156,212.22500610351562,425.80999755859375,230.27000427246094
2024-09-12 13:55:00-04:00,223.10020446777344,212.3300018310547,425.9700012207031,230.52999877929688
2024-09-12 13:56:00-04:00,222.9499969482422,212.3699951171875,425.67669677734375,230.1304931640625
2024-09-12 13:57:00-04:00,223.0800018310547,212.34500122070312,425.79998779296875,230.18409729003906
2024-09-12 13:58:00-04:00,223.08999633789062,212.17999267578125,425.8800048828125,230.1999969482422
2024-09-12 13:59:00-04:00,223.0749969482422,212.11500549316406,425.9700012207031,230.1300048828125
2024-09-12 14:00:00-04:00,223.1199951171875,212.0,426.2699890136719,229.9490966796875
2024-09-12 14:01:00-04:00,223.06500244140625,212.0,426.57000732421875,229.67990112304688
2024-09-12 14:02:00-04:00,223.11500549316406,211.8800048828125,426.7149963378906,230.04010009765625
2024-09-12 14:03:00-04:00,223.0850067138672,211.84500122070312,426.7455139160156,229.89999389648438
2024-09-12 14:04:00-04:00,223.06500244140625,211.9066925048828,426.5899963378906,229.52999877929688
2024-09-12 14:05:00-04:00,223.0399932861328,211.86990356445312,426.6400146484375,229.44000244140625
2024-09-12 14:06:00-04:00,223.02999877929688,211.8000030517578,426.6600036621094,229.3000946044922
2024-09-12 14:07:00-04:00,223.02999877929688,211.97999572753906,426.6549987792969,229.24000549316406
2024-09-12 14:08:00-04:00,223.0749969482422,211.75999450683594,426.5299987792969,229.16000366210938
2024-09-12 14:09:00-04:00,223.07000732421875,211.77000427246094,426.56500244140625,229.0
2024-09-12 14:10:00-04:00,222.86000061035156,211.74000549316406,426.1400146484375,229.02000427246094
2024-09-12 14:11:00-04:00,222.85000610351562,211.7198028564453,426.07000732421875,229.1199951171875
2024-09-12 14:12:00-04:00,222.8699951171875,211.71499633789062,426.0199890136719,228.98109436035156
2024-09-12 14:13:00-04:00,222.89999389648438,211.75990295410156,426.2699890136719,228.89999389648438
2024-09-12 14:14:00-04:00,222.81460571289062,211.71499633789062,426.1650085449219,228.8350067138672
2024-09-12 14:15:00-04:00,222.75,211.77999877929688,426.3800048828125,228.6300048828125
2024-09-12 14:16:00-04:00,222.77000427246094,,426.2550048828125,228.80990600585938
2024-09-12 14:17:00-04:00,222.8000030517578,211.625,426.3900146484375,229.07000732421875
